isbn13,isbn10,title,author,publisher,description
9780593801307,,GOOD MATERIAL,Dolly Alderton,Knopf,A struggling stand-up comic tries to work out why the woman he loves stopped loving him.
9780593328200,,COME AND GET IT,Kiley Reid,Putnam,What initially appears to be an easy opportunity causes trouble for a senior resident assistant at the University of Arkansas.
9781668024485,,MURDER YOUR EMPLOYER,Rupert Holmes,Avid Reader,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone."
9780593548103,,BURNER,Mark Greaney,Berkley,"The 12th book in the Gray Man series. Stolen records, the Russian mafia and the C.I.A. complicate things for Court Gentry and his lover."
9781538720998,,THE LAST KINGDOM,Steve Berry,Grand Central,The 17th book in the Cotton Malone series. Malone and Daniels battle adversaries in Bavaria.
9781982199456,,THE WRITING RETREAT,Julia Bartz,Atria/Emily Bestler,An aspiring writer goes on a writing retreat that might have life-changing or life-ending outcomes.
9781501193699,,DEADLOCK,Catherine Coulter,Gallery,"The 24th book in the F.B.I. Thriller series. A young wife, a psychopath and three red boxes puzzle agents Savich and Sherlock."
9781984880512,,THE END OF HER,Shari Lapena,Pamela Dorman,The parents of colicky twin girls have other trouble delivered in the form of suspicions surrounding the husband’s first wife’s death.
9780525539803,,LOYALTY,Lisa Scottoline,Putnam,"The lives of a lemon grower, a young lawyer, a new mother and a reclusive goatherd collide in Sicily during the rise of the Mafia."
9780593871195,,"UNDER THE OAK TREE, VOL. 1",Suji Kim,Inklore,"Three years after their disastrous wedding night, Sir Riftan returns as a war hero and longs for Lady Maximilian."
9781464224348,,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,A runaway bride becomes the guardian of her evil twin's daughter and gets some help from a bad-boy barber.
9781464224362,,THINGS WE LEFT BEHIND,Lucy Score,Bloom,The third book in the Knockemout series. A mogul and a small-town librarian share a dark secret from their past.
9781464224355,,THINGS WE HIDE FROM THE LIGHT,Lucy Score,Bloom,The second book in the Knockemout series. A woman with some secrets and the chief of police have different ideas about where things are headed.
9781464230592,,HOOKED,Emily McIntire,Bloom,"In the first book of the Never After series, Wendy falls for her father’s enemy, who might turn out to be the monster known as Hook. (Collector's edition.)"
9780316332910,,LEVIATHAN FALLS,James S.A. Corey,Orbit,The ninth book in the Expanse series. A group of unlikely allies might find a way to bring peace to a vast galactic civilization.
9781250276896,,THREE SISTERS,Heather Morris,St. Martin's,"The third book in the Tattooist of Auschwitz series. As the allies close in, Livia, Magda and Cibi face problems and secrets from their past."
9781668045145,,THE MINISTRY OF TIME,Kaliane Bradley,Avid Reader,A civil servant is tasked with gathering people from the past to see if time travel is feasible.
9781538756775,,MISTAKES WE NEVER MADE,Hannah Brown with Emily Larrabee,Forever,Old feelings come up for Emma and Finn when they hit the road to find a bride who ran off before her wedding.
9781250140340,,THE KAISER'S WEB,Steve Berry,Minotaur,The 16th book in the Cotton Malone series. A newly discovered dossier from World War II might change the course of Germany’s upcoming elections.
9781496718921,,TRIPLE CHOCOLATE CHEESECAKE MURDER,Joanne Fluke,Kensington,Easter orders are put on hold at Hannah Swenson’s bakery while she investigates the murder of Mayor Bascomb.
9780399593697,,KINGDOM OF SHADOW AND LIGHT,Karen Marie Moning,Delacorte,"The 11th book in the Fever series. As High Queen of the Fae, MacKayla Lane must rule those she was born to kill."
9780593600559,,MUST LOVE FLOWERS,Debbie Macomber,Ballantine,A nursing student and her widowed landlady navigate life changes and potential love interests.
9781668010822,,THE SUMMER OF SONGBIRDS,Kristy Woodson Harvey,Gallery,Four women join together to save a summer camp for girls.
9781250283788,,HELLO STRANGER,Katherine Center,St. Martin's,"A portrait painter, who is diagnosed with a condition known as face blindness, falls for two different men."
9780062824691,,SOUTHERN MAN,Greg Iles,Morrow,"Fifteen years after the events of the Natchez Burning trilogy, Penn Cage works to reveal the motivations of a polarizing national figure."
9780593830673,,FIRST FROST,Craig Johnson,Viking,"The 20th book in the Longmire series. Shortly after enlisting to serve in the Vietnam War, Walt and Henry go out Route 66 to try to outrun troubles."
9781957568430,,A FIRE IN THE FLESH,Jennifer L. Armentrout,Blue Box,The third book in the Flesh and Fire series. The destinies of Nyktos and Sera may be out of their hands.
9780374610487,,ABSOLUTION,Alice McDermott,"Farrar, Straus and Giroux",Two American women form an uneasy alliance in Saigon in 1963.
9780316568920,,THRONE OF THE FALLEN,Kerri Maniscalco,"Little, Brown",Camilla Antonius and the Prince of Envy try to avoid falling in love while journeying together through the Underworld.
9780063358942,,THE HURRICANE WARS,Thea Guanzon,Harper Voyager,An orphan with a power that could stop the Night Empire and the emperor’s only son must decide if they will join together or destroy each other.
9781250899699,,YUMI AND THE NIGHTMARE PAINTER,Brandon Sanderson,Tor,The third book in the Secret Projects series. Two people from different worlds must solve what brought them together.
9780593243794,,OUT THERE SCREAMING,Jordan Peele and John Joseph Adams,Random House,An anthology of Black horror stories written by Black writers.
9780062892980,,KINGDOM OF BONES,James Rollins,Morrow,The 16th book in the Sigma Force series. An unknown force is putting people in a catatonic state in a village in the Congo.
9780063070875,,THE MEMORY LIBRARIAN,Janelle Monáe et al,Harper Voyager,A companion collection of stories to Monáe's 2018 album “Dirty Computer.” Jane 57821 pushes back against the few who have the power to control or erase memories.
9781984803467,,DARK ILLUSION,Christine Feehan,Berkley,The 33rd book in the Carpathian series. A mage and an ancient warrior must stop a threat against all Carpathians.
9781984826787,,DEVOLUTION,Max Brooks,Del Rey,"In the aftermath of Mount Rainier erupting, Kate Holland’s newly discovered journals tell the tale of the creature known as Bigfoot."
9780593188064,,TOM CLANCY: FIRING POINT,Mike Maden,Putnam,"When an old friend is killed during the bombing of a Barcelona cafe, Jack Ryan Jr. searches for those responsible."
9780525479352,,THE DAUGHTERS OF ERIETOWN,Connie Schultz,Random House,The story of four generations of an Ohio family brings to life the tribulations encountered and bonds formed by women in the 20th century.
9781250855138,,THE ATLAS COMPLEX,Olivie Blake,Tor,The third book in the Atlas series. The ethics of the six Society recruits are tested by the possibility of gaining limitless power.
9780593087480,,THE BOOKS OF JACOB,Olga Tokarczuk,Riverhead,"In the mid-18th century, a young Jew named Jacob Frank gains a fervent following as he repeatedly reinvents himself."
9780593315033,,RECITATIF,Toni Morrison,Knopf,"The late Nobel Prize-winning author’s only short story, first published in 1983, tells the story of Twyla and Roberta, who recognize their deep bond despite their differences."
9780525539094,,SEA PRAYER,Khaled Hosseini,Riverhead,"A father reflects on the life he and his son left behind in Syria, and the dangers of the journey before them."
9780525483700,,THE FORBIDDEN DOOR,Dean Koontz,Bantam,"Jane Hawk, a former F.B.I. agent, must stop a secret group using mind-control technology."
9780062668691,,THE LABYRINTH OF THE SPIRITS,Carlos Ruiz Zafón,Harper,The final volume of the author's novel set in the Cemetery of Forgotten Books. Alicia Gris uncovers a conspiracy in Spanish history.
9781250803825,,A FLICKER IN THE DARK,Stacy Willingham,Minotaur,"When teenage girls go missing, a psychologist in Baton Rouge grapples with echoes from her past."
9781250786173,,OLGA DIES DREAMING,Xochitl Gonzalez,Flatiron,"After a devastating hurricane hits Puerto Rico, Olga is visited in New York by her mother, who abandoned her as a child to advance a militant political cause."
9781250830852,,WHAT FEASTS AT NIGHT,T. Kingfisher,Tor Nightfire,The second book in the Sworn Soldier series. Local superstitions greet a retired soldier returning home from a war.
9780525619475,,THE FERRYMAN,Justin Cronin,Ballantine,A man who shepherds retirees to an island where their bodies are renewed and memories wiped clean questions everything he once believed.
9780062994219,,SUMMER ON SAG HARBOR,Sunny Hostin,Morrow,Olivia Jones delves into her family's past at a historically Black beachfront community on Long Island.
9781324086031,,PLAYGROUND,Richard Powers,Norton,Residents of an island in French Polynesia must vote on whether to send floating cities out onto the open sea.
9781250832061,,KING OF ASHES,S.A. Cosby,Pine & Cedar,Roman Carruthers uses his finance skills to deal with criminals and try to hold his family together.
9780593953815,,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
9781668208786,,THE LIFE OF CHUCK,Stephen King,Scribner,The story of Charles “Chuck” Krantz’s life is told in reverse order; the basis of the film.
9781250161598,,SHELTER IN PLACE,Nora Roberts,St. Martin's,"Survivors of a mass shooting outside a mall in Portland, Me., develop different coping mechanisms."
9780735215924,,TOM CLANCY LINE OF SIGHT,Mike Maden,Putnam,Jack Ryan Jr. risks his life to protect a woman in a country on the brink of civil war.
9781501156212,,THE DEATH OF MRS. WESTAWAY,Ruth Ware,Gallery/Scout,A tarot card reader mistakenly receives an inheritance letter and attends the funeral of the deceased.
9781524797188,,SOMETHING IN THE WATER,Catherine Steadman,Ballantine,A documentary filmmaker and an investment banker must decide whether they should protect a secret.
9781538761397,,THE FALLEN,David Baldacci,Grand Central,Amos Decker puts his talents toward solving a string of murders.
9780425255681,,SERPENTINE,Laurell K. Hamilton,Berkley,The vampire hunter Anita Blake goes to a Florida island where members of a family turn into a mass of snakes.
9780525557623,,AN UNWANTED GUEST,Shari Lapena,Pamela Dorman,A Catskills lodge loses electricity during a blizzard and its guests start mysteriously dropping dead.
9780735218598,,THE MONEY SHOT,Stuart Woods and Parnell Hall,Putnam,"A movie star is blackmailed and Teddy Fay, disguised as an actor and stuntman, investigates."
9780593188095,,TOM CLANCY: SHADOW OF THE DRAGON,Marc Cameron,Putnam,"A missing scientist, strange noises under the Arctic ice and a mole who infiltrated American intelligence bedevil President Jack Ryan."
9781982132545,,PIECE OF MY HEART,Mary Higgins Clark and Alafair Burke,Simon & Schuster,"As their wedding approaches, a television producer and her fiancée must search for his missing 7-year-old nephew."
9780440001614,,SOUL TAKEN,Patricia Briggs,Ace,The 13th book in the Mercy Thompson series. The disappearance of the vampire Wulfe and others might indicate the return of the Harvester.
9781982128715,,FOX CREEK,William Kent Krueger,Atria,The 19th book in the Cork O’Connor mystery series. Cork uses his skills as a hunter to track mercenaries and confronts his own self-doubt.
9781250346742,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past."
9780316525572,,THE MERCY OF GODS,James S.A. Corey,Orbit,"Dafyd Alkhor is taken from the Anjiin society to serve on the Carryx homeworld, where a complex game must be played in order to survive."
9781982179243,,SPIRIT CROSSING,William Kent Krueger,Atria,The 20th book in the Cork O’Connor mystery series. A local politician’s teenage daughter goes missing and the shallow grave of a young Ojibwe woman is discovered.
9780063336728,,THIS IS WHY WE LIED,Karin Slaughter,Morrow,The 12th book in the Will Trent series. Will and Sarah’s honeymoon is interrupted by the murder of the manager of the lodge where they are staying.
9780062893079,,TIDES OF FIRE,James Rollins,Morrow,"The 17th book in the Sigma Force series. After a geological disaster, Cmdr. Gray Pierce and his team go into action to prevent even greater threats."
9781982175375,,THE INVISIBLE HOUR,Alice Hoffman,Atria,Mia Jacob finds resonance between her mother’s time inside a cult in western Massachusetts and Nathaniel Hawthorne’s “The Scarlet Letter.”
9780593157688,,THRAWN ASCENDANCY: CHAOS RISING,Timothy Zahn,Del Rey,"In this Star Wars saga, a young military officer is sent to find the unseen enemies who attacked the Chiss capital."
